date,Alarm Year,Alarm Month,Alarm Day,Major Incident Type,Incident Count,id
29/03/2011,2011,3,29,Hazardous Condition,24,2011-03-29Hazardous Condition
29/03/2011,2011,3,29,Investigation,11,2011-03-29Investigation
29/03/2011,2011,3,29,Medical/Rescue,64,2011-03-29Medical/Rescue
29/03/2011,2011,3,29,Public Service Assistance,9,2011-03-29Public Service Assistance
30/03/2011,2011,3,30,False Alarm,26,2011-03-30False Alarm
30/03/2011,2011,3,30,Fire,3,2011-03-30Fire
30/03/2011,2011,3,30,Hazardous Condition,23,2011-03-30Hazardous Condition
30/03/2011,2011,3,30,Investigation,15,2011-03-30Investigation
30/03/2011,2011,3,30,Medical/Rescue,63,2011-03-30Medical/Rescue
30/03/2011,2011,3,30,Public Service Assistance,7,2011-03-30Public Service Assistance
30/03/2011,2011,3,30,Severe Weather,3,2011-03-30Severe Weather
11/02/2010,2010,2,11,Public Service Assistance,6,2010-02-11Public Service Assistance
31/03/2011,2011,3,31,False Alarm,26,2011-03-31False Alarm
31/03/2011,2011,3,31,Fire,5,2011-03-31Fire
31/03/2011,2011,3,31,Hazardous Condition,15,2011-03-31Hazardous Condition
31/03/2011,2011,3,31,Investigation,16,2011-03-31Investigation
31/03/2011,2011,3,31,Medical/Rescue,69,2011-03-31Medical/Rescue
31/03/2011,2011,3,31,Public Service Assistance,13,2011-03-31Public Service Assistance
01/04/2011,2011,4,1,False Alarm,19,2011-04-01False Alarm
01/04/2011,2011,4,1,Fire,1,2011-04-01Fire
01/04/2011,2011,4,1,Hazardous Condition,25,2011-04-01Hazardous Condition
01/04/2011,2011,4,1,Investigation,10,2011-04-01Investigation
01/04/2011,2011,4,1,Medical/Rescue,59,2011-04-01Medical/Rescue
01/04/2011,2011,4,1,Public Service Assistance,9,2011-04-01Public Service Assistance
02/04/2011,2011,4,2,False Alarm,24,2011-04-02False Alarm
02/04/2011,2011,4,2,Fire,5,2011-04-02Fire
02/04/2011,2011,4,2,Hazardous Condition,23,2011-04-02Hazardous Condition
02/04/2011,2011,4,2,Investigation,14,2011-04-02Investigation
02/04/2011,2011,4,2,Medical/Rescue,93,2011-04-02Medical/Rescue
02/04/2011,2011,4,2,Public Service Assistance,6,2011-04-02Public Service Assistance
03/04/2011,2011,4,3,False Alarm,22,2011-04-03False Alarm
03/04/2011,2011,4,3,Fire,5,2011-04-03Fire
03/04/2011,2011,4,3,Hazardous Condition,14,2011-04-03Hazardous Condition
03/04/2011,2011,4,3,Investigation,8,2011-04-03Investigation
03/04/2011,2011,4,3,Medical/Rescue,58,2011-04-03Medical/Rescue
03/04/2011,2011,4,3,Public Service Assistance,5,2011-04-03Public Service Assistance
04/04/2011,2011,4,4,False Alarm,19,2011-04-04False Alarm
04/04/2011,2011,4,4,Hazardous Condition,19,2011-04-04Hazardous Condition
04/04/2011,2011,4,4,Investigation,10,2011-04-04Investigation
04/04/2011,2011,4,4,Medical/Rescue,61,2011-04-04Medical/Rescue
04/04/2011,2011,4,4,Public Service Assistance,14,2011-04-04Public Service Assistance
05/04/2011,2011,4,5,False Alarm,26,2011-04-05False Alarm
05/04/2011,2011,4,5,Fire,1,2011-04-05Fire
05/04/2011,2011,4,5,Hazardous Condition,16,2011-04-05Hazardous Condition
05/04/2011,2011,4,5,Investigation,12,2011-04-05Investigation
05/04/2011,2011,4,5,Medical/Rescue,54,2011-04-05Medical/Rescue
05/04/2011,2011,4,5,Public Service Assistance,5,2011-04-05Public Service Assistance
06/04/2011,2011,4,6,False Alarm,13,2011-04-06False Alarm
06/04/2011,2011,4,6,Fire,1,2011-04-06Fire
06/04/2011,2011,4,6,Hazardous Condition,13,2011-04-06Hazardous Condition
06/04/2011,2011,4,6,Investigation,12,2011-04-06Investigation
06/04/2011,2011,4,6,Medical/Rescue,59,2011-04-06Medical/Rescue
06/04/2011,2011,4,6,Public Service Assistance,4,2011-04-06Public Service Assistance
07/04/2011,2011,4,7,False Alarm,21,2011-04-07False Alarm
07/04/2011,2011,4,7,Fire,1,2011-04-07Fire
07/04/2011,2011,4,7,Hazardous Condition,24,2011-04-07Hazardous Condition
07/04/2011,2011,4,7,Investigation,7,2011-04-07Investigation
07/04/2011,2011,4,7,Medical/Rescue,56,2011-04-07Medical/Rescue
07/04/2011,2011,4,7,Public Service Assistance,6,2011-04-07Public Service Assistance
08/04/2011,2011,4,8,False Alarm,29,2011-04-08False Alarm
08/04/2011,2011,4,8,Fire,1,2011-04-08Fire
08/04/2011,2011,4,8,Hazardous Condition,23,2011-04-08Hazardous Condition
08/04/2011,2011,4,8,Investigation,10,2011-04-08Investigation
08/04/2011,2011,4,8,Medical/Rescue,44,2011-04-08Medical/Rescue
08/04/2011,2011,4,8,Public Service Assistance,6,2011-04-08Public Service Assistance
09/04/2011,2011,4,9,False Alarm,14,2011-04-09False Alarm
09/04/2011,2011,4,9,Fire,12,2011-04-09Fire
09/04/2011,2011,4,9,Hazardous Condition,17,2011-04-09Hazardous Condition
09/04/2011,2011,4,9,Investigation,16,2011-04-09Investigation
09/04/2011,2011,4,9,Medical/Rescue,61,2011-04-09Medical/Rescue
09/04/2011,2011,4,9,Public Service Assistance,9,2011-04-09Public Service Assistance
10/04/2011,2011,4,10,False Alarm,18,2011-04-10False Alarm
10/04/2011,2011,4,10,Fire,6,2011-04-10Fire
10/04/2011,2011,4,10,Hazardous Condition,14,2011-04-10Hazardous Condition
10/04/2011,2011,4,10,Investigation,15,2011-04-10Investigation
10/04/2011,2011,4,10,Medical/Rescue,57,2011-04-10Medical/Rescue
10/04/2011,2011,4,10,Public Service Assistance,11,2011-04-10Public Service Assistance
11/04/2011,2011,4,11,False Alarm,18,2011-04-11False Alarm
11/04/2011,2011,4,11,Fire,6,2011-04-11Fire
11/04/2011,2011,4,11,Hazardous Condition,24,2011-04-11Hazardous Condition
11/04/2011,2011,4,11,Investigation,11,2011-04-11Investigation
11/04/2011,2011,4,11,Medical/Rescue,63,2011-04-11Medical/Rescue
11/04/2011,2011,4,11,Public Service Assistance,18,2011-04-11Public Service Assistance
11/04/2011,2011,4,11,Severe Weather,1,2011-04-11Severe Weather
12/04/2011,2011,4,12,False Alarm,21,2011-04-12False Alarm
12/04/2011,2011,4,12,Fire,6,2011-04-12Fire
12/04/2011,2011,4,12,Hazardous Condition,20,2011-04-12Hazardous Condition
12/04/2011,2011,4,12,Investigation,11,2011-04-12Investigation
12/04/2011,2011,4,12,Medical/Rescue,48,2011-04-12Medical/Rescue
13/01/2010,2010,1,13,False Alarm,21,2010-01-13False Alarm
12/04/2011,2011,4,12,Public Service Assistance,4,2011-04-12Public Service Assistance
13/04/2011,2011,4,13,False Alarm,22,2011-04-13False Alarm
13/04/2011,2011,4,13,Hazardous Condition,24,2011-04-13Hazardous Condition
13/04/2011,2011,4,13,Investigation,9,2011-04-13Investigation
13/04/2011,2011,4,13,Medical/Rescue,60,2011-04-13Medical/Rescue
13/04/2011,2011,4,13,Public Service Assistance,7,2011-04-13Public Service Assistance
14/04/2011,2011,4,14,False Alarm,26,2011-04-14False Alarm
14/04/2011,2011,4,14,Fire,1,2011-04-14Fire
14/04/2011,2011,4,14,Hazardous Condition,41,2011-04-14Hazardous Condition
14/04/2011,2011,4,14,Investigation,14,2011-04-14Investigation
14/04/2011,2011,4,14,Medical/Rescue,53,2011-04-14Medical/Rescue
14/04/2011,2011,4,14,Public Service Assistance,8,2011-04-14Public Service Assistance
15/04/2011,2011,4,15,False Alarm,31,2011-04-15False Alarm
15/04/2011,2011,4,15,Hazardous Condition,18,2011-04-15Hazardous Condition
15/04/2011,2011,4,15,Investigation,12,2011-04-15Investigation
15/04/2011,2011,4,15,Medical/Rescue,51,2011-04-15Medical/Rescue
15/04/2011,2011,4,15,Public Service Assistance,7,2011-04-15Public Service Assistance
16/04/2011,2011,4,16,False Alarm,19,2011-04-16False Alarm
16/04/2011,2011,4,16,Hazardous Condition,20,2011-04-16Hazardous Condition
16/04/2011,2011,4,16,Investigation,5,2011-04-16Investigation
16/04/2011,2011,4,16,Medical/Rescue,70,2011-04-16Medical/Rescue
16/04/2011,2011,4,16,Public Service Assistance,4,2011-04-16Public Service Assistance
17/04/2011,2011,4,17,False Alarm,16,2011-04-17False Alarm
17/04/2011,2011,4,17,Fire,7,2011-04-17Fire
17/04/2011,2011,4,17,Hazardous Condition,21,2011-04-17Hazardous Condition
17/04/2011,2011,4,17,Investigation,7,2011-04-17Investigation
17/04/2011,2011,4,17,Medical/Rescue,51,2011-04-17Medical/Rescue
17/04/2011,2011,4,17,Public Service Assistance,9,2011-04-17Public Service Assistance
18/04/2011,2011,4,18,False Alarm,21,2011-04-18False Alarm
18/04/2011,2011,4,18,Hazardous Condition,20,2011-04-18Hazardous Condition
18/04/2011,2011,4,18,Investigation,5,2011-04-18Investigation
18/04/2011,2011,4,18,Medical/Rescue,63,2011-04-18Medical/Rescue
18/04/2011,2011,4,18,Public Service Assistance,8,2011-04-18Public Service Assistance
19/04/2011,2011,4,19,False Alarm,22,2011-04-19False Alarm
19/04/2011,2011,4,19,Fire,3,2011-04-19Fire
19/04/2011,2011,4,19,Hazardous Condition,18,2011-04-19Hazardous Condition
19/04/2011,2011,4,19,Investigation,8,2011-04-19Investigation
19/04/2011,2011,4,19,Medical/Rescue,45,2011-04-19Medical/Rescue
19/04/2011,2011,4,19,Public Service Assistance,4,2011-04-19Public Service Assistance
20/04/2011,2011,4,20,False Alarm,22,2011-04-20False Alarm
20/04/2011,2011,4,20,Fire,5,2011-04-20Fire
20/04/2011,2011,4,20,Hazardous Condition,21,2011-04-20Hazardous Condition
20/04/2011,2011,4,20,Investigation,13,2011-04-20Investigation
20/04/2011,2011,4,20,Medical/Rescue,51,2011-04-20Medical/Rescue
20/04/2011,2011,4,20,Public Service Assistance,6,2011-04-20Public Service Assistance
21/04/2011,2011,4,21,False Alarm,22,2011-04-21False Alarm
21/04/2011,2011,4,21,Fire,8,2011-04-21Fire
21/04/2011,2011,4,21,Hazardous Condition,19,2011-04-21Hazardous Condition
21/04/2011,2011,4,21,Investigation,7,2011-04-21Investigation
21/04/2011,2011,4,21,Medical/Rescue,58,2011-04-21Medical/Rescue
21/04/2011,2011,4,21,Public Service Assistance,9,2011-04-21Public Service Assistance
22/04/2011,2011,4,22,False Alarm,19,2011-04-22False Alarm
22/04/2011,2011,4,22,Fire,4,2011-04-22Fire
22/04/2011,2011,4,22,Hazardous Condition,10,2011-04-22Hazardous Condition
22/04/2011,2011,4,22,Investigation,12,2011-04-22Investigation
22/04/2011,2011,4,22,Medical/Rescue,63,2011-04-22Medical/Rescue
22/04/2011,2011,4,22,Public Service Assistance,12,2011-04-22Public Service Assistance
23/04/2011,2011,4,23,False Alarm,11,2011-04-23False Alarm
23/04/2011,2011,4,23,Fire,13,2011-04-23Fire
23/04/2011,2011,4,23,Hazardous Condition,14,2011-04-23Hazardous Condition
23/04/2011,2011,4,23,Investigation,12,2011-04-23Investigation
23/04/2011,2011,4,23,Medical/Rescue,54,2011-04-23Medical/Rescue
23/04/2011,2011,4,23,Public Service Assistance,17,2011-04-23Public Service Assistance
24/04/2011,2011,4,24,False Alarm,17,2011-04-24False Alarm
24/04/2011,2011,4,24,Fire,6,2011-04-24Fire
24/04/2011,2011,4,24,Hazardous Condition,12,2011-04-24Hazardous Condition
24/04/2011,2011,4,24,Medical/Rescue,67,2011-04-24Medical/Rescue
24/04/2011,2011,4,24,Public Service Assistance,12,2011-04-24Public Service Assistance
25/04/2011,2011,4,25,False Alarm,21,2011-04-25False Alarm
25/04/2011,2011,4,25,Hazardous Condition,23,2011-04-25Hazardous Condition
25/04/2011,2011,4,25,Investigation,15,2011-04-25Investigation
25/04/2011,2011,4,25,Medical/Rescue,47,2011-04-25Medical/Rescue
25/04/2011,2011,4,25,Public Service Assistance,8,2011-04-25Public Service Assistance
26/04/2011,2011,4,26,False Alarm,14,2011-04-26False Alarm
26/04/2011,2011,4,26,Fire,8,2011-04-26Fire
26/04/2011,2011,4,26,Hazardous Condition,24,2011-04-26Hazardous Condition
26/04/2011,2011,4,26,Investigation,13,2011-04-26Investigation
13/01/2010,2010,1,13,Fire,5,2010-01-13Fire
06/02/2010,2010,2,6,Hazardous Condition,12,2010-02-06Hazardous Condition
26/04/2011,2011,4,26,Medical/Rescue,61,2011-04-26Medical/Rescue
26/04/2011,2011,4,26,Public Service Assistance,3,2011-04-26Public Service Assistance
27/04/2011,2011,4,27,False Alarm,15,2011-04-27False Alarm
27/04/2011,2011,4,27,Fire,6,2011-04-27Fire
27/04/2011,2011,4,27,Hazardous Condition,19,2011-04-27Hazardous Condition
27/04/2011,2011,4,27,Investigation,7,2011-04-27Investigation
27/04/2011,2011,4,27,Medical/Rescue,67,2011-04-27Medical/Rescue
27/04/2011,2011,4,27,Public Service Assistance,11,2011-04-27Public Service Assistance
28/04/2011,2011,4,28,False Alarm,27,2011-04-28False Alarm
28/04/2011,2011,4,28,Hazardous Condition,14,2011-04-28Hazardous Condition
28/04/2011,2011,4,28,Investigation,7,2011-04-28Investigation
28/04/2011,2011,4,28,Medical/Rescue,71,2011-04-28Medical/Rescue
28/04/2011,2011,4,28,Public Service Assistance,7,2011-04-28Public Service Assistance
29/04/2011,2011,4,29,False Alarm,19,2011-04-29False Alarm
29/04/2011,2011,4,29,Fire,1,2011-04-29Fire
29/04/2011,2011,4,29,Hazardous Condition,16,2011-04-29Hazardous Condition
29/04/2011,2011,4,29,Investigation,16,2011-04-29Investigation
29/04/2011,2011,4,29,Medical/Rescue,67,2011-04-29Medical/Rescue
29/04/2011,2011,4,29,Public Service Assistance,6,2011-04-29Public Service Assistance
30/04/2011,2011,4,30,False Alarm,14,2011-04-30False Alarm
30/04/2011,2011,4,30,Fire,2,2011-04-30Fire
30/04/2011,2011,4,30,Hazardous Condition,24,2011-04-30Hazardous Condition
30/04/2011,2011,4,30,Investigation,15,2011-04-30Investigation
30/04/2011,2011,4,30,Medical/Rescue,44,2011-04-30Medical/Rescue
30/04/2011,2011,4,30,Public Service Assistance,2,2011-04-30Public Service Assistance
01/05/2011,2011,5,1,False Alarm,16,2011-05-01False Alarm
01/05/2011,2011,5,1,Fire,10,2011-05-01Fire
01/05/2011,2011,5,1,Hazardous Condition,10,2011-05-01Hazardous Condition
01/05/2011,2011,5,1,Investigation,11,2011-05-01Investigation
01/05/2011,2011,5,1,Medical/Rescue,50,2011-05-01Medical/Rescue
01/05/2011,2011,5,1,Public Service Assistance,10,2011-05-01Public Service Assistance
02/05/2011,2011,5,2,False Alarm,21,2011-05-02False Alarm
02/05/2011,2011,5,2,Fire,10,2011-05-02Fire
02/05/2011,2011,5,2,Hazardous Condition,19,2011-05-02Hazardous Condition
02/05/2011,2011,5,2,Investigation,10,2011-05-02Investigation
02/05/2011,2011,5,2,Medical/Rescue,53,2011-05-02Medical/Rescue
02/05/2011,2011,5,2,Public Service Assistance,8,2011-05-02Public Service Assistance
03/05/2011,2011,5,3,False Alarm,30,2011-05-03False Alarm
03/05/2011,2011,5,3,Fire,11,2011-05-03Fire
03/05/2011,2011,5,3,Hazardous Condition,14,2011-05-03Hazardous Condition
03/05/2011,2011,5,3,Investigation,11,2011-05-03Investigation
03/05/2011,2011,5,3,Medical/Rescue,66,2011-05-03Medical/Rescue
03/05/2011,2011,5,3,Public Service Assistance,7,2011-05-03Public Service Assistance
04/05/2011,2011,5,4,False Alarm,25,2011-05-04False Alarm
04/05/2011,2011,5,4,Fire,6,2011-05-04Fire
04/05/2011,2011,5,4,Hazardous Condition,16,2011-05-04Hazardous Condition
04/05/2011,2011,5,4,Investigation,9,2011-05-04Investigation
04/05/2011,2011,5,4,Medical/Rescue,49,2011-05-04Medical/Rescue
04/05/2011,2011,5,4,Public Service Assistance,11,2011-05-04Public Service Assistance
05/05/2011,2011,5,5,False Alarm,28,2011-05-05False Alarm
05/05/2011,2011,5,5,Hazardous Condition,27,2011-05-05Hazardous Condition
05/05/2011,2011,5,5,Investigation,12,2011-05-05Investigation
05/05/2011,2011,5,5,Medical/Rescue,46,2011-05-05Medical/Rescue
05/05/2011,2011,5,5,Public Service Assistance,17,2011-05-05Public Service Assistance
06/05/2011,2011,5,6,False Alarm,20,2011-05-06False Alarm
06/05/2011,2011,5,6,Hazardous Condition,12,2011-05-06Hazardous Condition
06/05/2011,2011,5,6,Investigation,8,2011-05-06Investigation
06/05/2011,2011,5,6,Medical/Rescue,67,2011-05-06Medical/Rescue
06/05/2011,2011,5,6,Public Service Assistance,8,2011-05-06Public Service Assistance
07/05/2011,2011,5,7,False Alarm,23,2011-05-07False Alarm
07/05/2011,2011,5,7,Fire,2,2011-05-07Fire
07/05/2011,2011,5,7,Hazardous Condition,14,2011-05-07Hazardous Condition
07/05/2011,2011,5,7,Investigation,14,2011-05-07Investigation
07/05/2011,2011,5,7,Medical/Rescue,53,2011-05-07Medical/Rescue
07/05/2011,2011,5,7,Public Service Assistance,1,2011-05-07Public Service Assistance
07/05/2011,2011,5,7,Severe Weather,1,2011-05-07Severe Weather
08/05/2011,2011,5,8,False Alarm,26,2011-05-08False Alarm
08/05/2011,2011,5,8,Hazardous Condition,20,2011-05-08Hazardous Condition
08/05/2011,2011,5,8,Investigation,12,2011-05-08Investigation
08/05/2011,2011,5,8,Medical/Rescue,49,2011-05-08Medical/Rescue
08/05/2011,2011,5,8,Public Service Assistance,6,2011-05-08Public Service Assistance
08/05/2011,2011,5,8,Severe Weather,1,2011-05-08Severe Weather
09/05/2011,2011,5,9,False Alarm,17,2011-05-09False Alarm
09/05/2011,2011,5,9,Fire,3,2011-05-09Fire
13/01/2010,2010,1,13,Hazardous Condition,23,2010-01-13Hazardous Condition
09/05/2011,2011,5,9,Hazardous Condition,26,2011-05-09Hazardous Condition
09/05/2011,2011,5,9,Investigation,12,2011-05-09Investigation
09/05/2011,2011,5,9,Medical/Rescue,46,2011-05-09Medical/Rescue
09/05/2011,2011,5,9,Public Service Assistance,9,2011-05-09Public Service Assistance
10/05/2011,2011,5,10,False Alarm,34,2011-05-10False Alarm
10/05/2011,2011,5,10,Fire,8,2011-05-10Fire
10/05/2011,2011,5,10,Hazardous Condition,22,2011-05-10Hazardous Condition
10/05/2011,2011,5,10,Investigation,14,2011-05-10Investigation
10/05/2011,2011,5,10,Medical/Rescue,76,2011-05-10Medical/Rescue
10/05/2011,2011,5,10,Public Service Assistance,14,2011-05-10Public Service Assistance
10/05/2011,2011,5,10,Rupture/Explosion,1,2011-05-10Rupture/Explosion
11/05/2011,2011,5,11,False Alarm,20,2011-05-11False Alarm
11/05/2011,2011,5,11,Fire,11,2011-05-11Fire
11/05/2011,2011,5,11,Hazardous Condition,34,2011-05-11Hazardous Condition
11/05/2011,2011,5,11,Investigation,12,2011-05-11Investigation
11/05/2011,2011,5,11,Medical/Rescue,75,2011-05-11Medical/Rescue
11/05/2011,2011,5,11,Public Service Assistance,13,2011-05-11Public Service Assistance
11/05/2011,2011,5,11,Rupture/Explosion,1,2011-05-11Rupture/Explosion
12/05/2011,2011,5,12,False Alarm,18,2011-05-12False Alarm
12/05/2011,2011,5,12,Hazardous Condition,18,2011-05-12Hazardous Condition
12/05/2011,2011,5,12,Investigation,17,2011-05-12Investigation
12/05/2011,2011,5,12,Medical/Rescue,78,2011-05-12Medical/Rescue
12/05/2011,2011,5,12,Public Service Assistance,4,2011-05-12Public Service Assistance
13/05/2011,2011,5,13,False Alarm,24,2011-05-13False Alarm
13/05/2011,2011,5,13,Fire,12,2011-05-13Fire
13/05/2011,2011,5,13,Hazardous Condition,26,2011-05-13Hazardous Condition
13/05/2011,2011,5,13,Investigation,12,2011-05-13Investigation
13/05/2011,2011,5,13,Public Service Assistance,15,2011-05-13Public Service Assistance
14/05/2011,2011,5,14,False Alarm,23,2011-05-14False Alarm
14/05/2011,2011,5,14,Hazardous Condition,21,2011-05-14Hazardous Condition
14/05/2011,2011,5,14,Investigation,20,2011-05-14Investigation
14/05/2011,2011,5,14,Medical/Rescue,54,2011-05-14Medical/Rescue
14/05/2011,2011,5,14,Public Service Assistance,18,2011-05-14Public Service Assistance
15/05/2011,2011,5,15,False Alarm,14,2011-05-15False Alarm
15/05/2011,2011,5,15,Hazardous Condition,14,2011-05-15Hazardous Condition
15/05/2011,2011,5,15,Investigation,7,2011-05-15Investigation
15/05/2011,2011,5,15,Medical/Rescue,42,2011-05-15Medical/Rescue
15/05/2011,2011,5,15,Fire,4,2011-05-15Fire
15/05/2011,2011,5,15,Public Service Assistance,13,2011-05-15Public Service Assistance
16/05/2011,2011,5,16,False Alarm,24,2011-05-16False Alarm
16/05/2011,2011,5,16,Fire,7,2011-05-16Fire
16/05/2011,2011,5,16,Hazardous Condition,21,2011-05-16Hazardous Condition
16/05/2011,2011,5,16,Investigation,11,2011-05-16Investigation
16/05/2011,2011,5,16,Medical/Rescue,61,2011-05-16Medical/Rescue
16/05/2011,2011,5,16,Public Service Assistance,10,2011-05-16Public Service Assistance
17/05/2011,2011,5,17,False Alarm,26,2011-05-17False Alarm
17/05/2011,2011,5,17,Fire,3,2011-05-17Fire
17/05/2011,2011,5,17,Hazardous Condition,23,2011-05-17Hazardous Condition
17/05/2011,2011,5,17,Investigation,13,2011-05-17Investigation
17/05/2011,2011,5,17,Medical/Rescue,74,2011-05-17Medical/Rescue
17/05/2011,2011,5,17,Public Service Assistance,15,2011-05-17Public Service Assistance
18/05/2011,2011,5,18,False Alarm,21,2011-05-18False Alarm
18/05/2011,2011,5,18,Fire,9,2011-05-18Fire
18/05/2011,2011,5,18,Hazardous Condition,21,2011-05-18Hazardous Condition
18/05/2011,2011,5,18,Investigation,23,2011-05-18Investigation
18/05/2011,2011,5,18,Medical/Rescue,66,2011-05-18Medical/Rescue
18/05/2011,2011,5,18,Public Service Assistance,20,2011-05-18Public Service Assistance
19/05/2011,2011,5,19,False Alarm,37,2011-05-19False Alarm
19/05/2011,2011,5,19,Fire,3,2011-05-19Fire
19/05/2011,2011,5,19,Hazardous Condition,13,2011-05-19Hazardous Condition
19/05/2011,2011,5,19,Investigation,11,2011-05-19Investigation
19/05/2011,2011,5,19,Medical/Rescue,52,2011-05-19Medical/Rescue
19/05/2011,2011,5,19,Public Service Assistance,5,2011-05-19Public Service Assistance
20/05/2011,2011,5,20,False Alarm,27,2011-05-20False Alarm
20/05/2011,2011,5,20,Fire,7,2011-05-20Fire
20/05/2011,2011,5,20,Hazardous Condition,28,2011-05-20Hazardous Condition
20/05/2011,2011,5,20,Investigation,17,2011-05-20Investigation
